id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
30,Application of bioplastics for food packaging,h2o_permeability,"(['65'], ['g', '/', 'm', '^', '2', '/', 'day'])",['WVTR'],QUANTITY,3,https://doi.org/10.1016/j.tifs.2013.06.003
31,Application of bioplastics for food packaging,h2o_permeability,"(['1'], ['g', '/', 'm', '^', '2', '/', 'day'])",['WVTR'],QUANTITY,3,https://doi.org/10.1016/j.tifs.2013.06.003
32,Application of bioplastics for food packaging,h2o_permeability,"(['75'], ['g', '/', 'm', '^', '2', '/', 'day'])",['WVTR'],QUANTITY,3,https://doi.org/10.1016/j.tifs.2013.06.003
33,Application of bioplastics for food packaging,component_qty_value,"(['35'], ['g', '/', 'm', '^', '2'])",['PLA'],ADDIMENTIONNAL,3,https://doi.org/10.1016/j.tifs.2013.06.003
34,Application of bioplastics for food packaging,component_qty_value,"(['310'], ['g', '/', 'm', '^', '2'])",['AlOx'],ADDIMENTIONNAL,3,https://doi.org/10.1016/j.tifs.2013.06.003
35,Application of bioplastics for food packaging,component_qty_value,"(['210'], ['g', '/', 'm', '^', '2'])",['AlOx'],ADDIMENTIONNAL,3,https://doi.org/10.1016/j.tifs.2013.06.003
36,Application of bioplastics for food packaging,packaging,"['PLA-coated', 'paperboard']",,SYMBOLIC,3,https://doi.org/10.1016/j.tifs.2013.06.003
37,Barrier and mechanical properties of carrot puree films,partial_pressure_difference,"(['0'], ['%'])",['RH'],QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
38,Barrier and mechanical properties of carrot puree films,partial_pressure_difference,"(['83', '±', '1'], ['%'])",['RH'],QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
39,Barrier and mechanical properties of carrot puree films,o2_permeability,"(['23', '±', '1'], ['°', 'C'])","['Oxygen', 'transmission', 'rates']",QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
40,Barrier and mechanical properties of carrot puree films,relative_humidity,"(['50', '±', '1'], ['%'])",['RH'],QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
41,Barrier and mechanical properties of carrot puree films,thickness,"(['0.099', '±', '0.004'], ['mm'])",['thickness'],QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
42,Barrier and mechanical properties of carrot puree films,thickness,"(['0.238', '±', '0.003'], ['mm'])",['thickness'],QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
43,Barrier and mechanical properties of carrot puree films,o2_permeability,"(['14.57', '±', '0.18'], ['cm', '^', '3', '/', 'm', 's', 'Pa'])","['oxygen', 'barriers']",QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
44,Barrier and mechanical properties of carrot puree films,o2_permeability,"(['20.27', '±', '0.07'], ['cm', '^', '3', '/', 'm', 's', 'Pa'])","['oxygen', 'barriers']",QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
45,Barrier and mechanical properties of carrot puree films,temperature,"(['25', '±', '1'], ['°', 'C'])",,QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
46,Barrier and mechanical properties of carrot puree films,temperature,"(['23', '±', '1'], ['°', 'C'])",,QUANTITY,3,https://doi.org/10.1016/j.fbp.2010.03.012
47,Barrier and mechanical properties of carrot puree films,packaging,"['carrot', 'puree', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.fbp.2010.03.012
48,Barrier and mechanical properties of carrot puree films,method,"['ASTM', 'E96', '-', '95']",,SYMBOLIC,3,https://doi.org/10.1016/j.fbp.2010.03.012
49,Barrier and mechanical properties of carrot puree films,method,"['ASTM', 'D3985', '-', '95']",,SYMBOLIC,3,https://doi.org/10.1016/j.fbp.2010.03.012
50,Barrier and mechanical properties of carrot puree films,packaging,"['carrot', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.fbp.2010.03.012
51,Barrier and mechanical properties of carrot puree films,packaging,"['Carrot', 'puree', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.fbp.2010.03.012
52,Barrier and surface properties of chitosan-coated greaseproof paper,relative_humidity,"(['0'], ['%'])","['relative', 'humidity']",QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
53,Barrier and surface properties of chitosan-coated greaseproof paper,partial_pressure_difference,"(['1'], ['atm'])","['partial', 'pressure']",QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
54,Barrier and surface properties of chitosan-coated greaseproof paper,co2_permeability,"(['23'], ['°', 'C'])","['carbon', 'dioxide']",QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
55,Barrier and surface properties of chitosan-coated greaseproof paper,thickness,"(['85'], ['μm'])",['thickness'],QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
56,Barrier and surface properties of chitosan-coated greaseproof paper,thickness,"(['3.5'], ['μm'])",['thickness'],QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
57,Barrier and surface properties of chitosan-coated greaseproof paper,o2_permeability,"(['1.6'], ['cm', '^', '3', 'mm', '/', '(', 'm', '^', '2', '24', 'h', 'atm', ')'])",['OP'],QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
58,Barrier and surface properties of chitosan-coated greaseproof paper,o2_permeability,"(['0.7', '–', '1.8'], ['cm', '^', '3', 'mm', '/', '(', 'm', '^', '2', 'atm', 'day'])",['OP-values'],QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
59,Barrier and surface properties of chitosan-coated greaseproof paper,o2_permeability,"(['0.01', '–', '2'], ['cm', '^', '3', 'mm', '/', '(', 'day', 'm', '^', '2', 'atm', ')'])",['OP-values'],QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
60,Barrier and surface properties of chitosan-coated greaseproof paper,o2_permeability,"(['0.16', '×', '10', '^', '−', '5'], ['cm', '^', '3', 'mm', '/', '(', 'day', 'm', '^', '2', 'atm', ')'])",['OP-value'],QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
61,Barrier and surface properties of chitosan-coated greaseproof paper,relative_humidity,"(['65'], ['%'])",['RH'],QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
62,Barrier and surface properties of chitosan-coated greaseproof paper,co2_permeability,"(['71'], ['cm', '^', '3', 'mm', '/', '(', 'm', '^', '2', 'atm', 'day', ')'])","['carbon', 'dioxide']",QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
63,Barrier and surface properties of chitosan-coated greaseproof paper,co2_permeability,"(['0.001', '–', '10'], ['cm', '^', '3', 'mm', '/', '(', 'm', '^', '2', 'atm', 'day', ')'])","['carbon', 'dioxide']",QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
64,Barrier and surface properties of chitosan-coated greaseproof paper,temperature,"(['23'], ['°', 'C'])",,QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
65,Barrier and surface properties of chitosan-coated greaseproof paper,temperature,"(['37'], ['°', 'C'])",,QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
66,Barrier and surface properties of chitosan-coated greaseproof paper,temperature,"(['27'], ['°', 'C'])",,QUANTITY,3,https://doi.org/10.1016/j.carbpol.2006.02.005
67,Barrier and surface properties of chitosan-coated greaseproof paper,method,"['ASTM', 'D', '3985', '-', '95']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
68,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['coated', 'material']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
69,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,['coating'],,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
70,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,"['base', 'paper']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
71,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['coated', 'papers']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
72,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,"['chitosan', 'film']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
73,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['Paper', '2']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
74,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,['papers'],,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
75,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,['chitosan'],,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
76,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['chitosan', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
77,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,"['nitrocellulose', 'lacquer']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
78,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['pure', 'chitosan', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
79,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['poly', '(', 'ethylene', 'terephthalate', ')', '(', 'PETP', ')']",,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
80,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,['EVOH'],,SYMBOLIC,3,https://doi.org/10.1016/j.carbpol.2006.02.005
81,Barrier properties of chitosan coated polyethylene,relative humidity difference,"(['0', '–', '33'], ['%'])","['relative', 'humidity', 'differential']",QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
82,Barrier properties of chitosan coated polyethylene,relative humidity difference,"(['30', '–', '75'], ['%'])","['relative', 'humidity', 'differential']",QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
83,Barrier properties of chitosan coated polyethylene,relative humidity difference,"(['30', '–', '100'], ['%'])","['relative', 'humidity', 'differential']",QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
84,Barrier properties of chitosan coated polyethylene,temperature,"(['25', '±', '1'], ['°', 'C'])",['temperature'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
85,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['6.5', '×', '10', '^', '−', '13'], ['g', 'm', '/', 'm', '^', '2', 'Pa', 's'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
86,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['7.1', '×', '10', '^', '−', '13'], ['g', 'm', '/', 'm', '^', '2', 'Pa', 's'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
87,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['5', '×', '10', '^', '−', '13'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
88,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['0.55', '±', '0.05', '×', '10', '^', '−', '5'], ['g', '/', 'm', '^', '2', 's'])","['water', 'vapour', 'transmission', 'rate']",QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
89,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['1.84', '±', '0.08', '×', '10', '^', '−', '5'], ['g', '/', 'm', '^', '2', 's'])","['water', 'vapour', 'transmission', 'rate']",QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
90,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['2.55', '±', '0.39', '×', '10', '^', '−', '5'], ['g', '/', 'm', '^', '2', 's'])","['water', 'vapour', 'transmission', 'rate']",QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
91,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['14.92', '×', '10', '^', '−', '13'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
92,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['611.0', '×', '10', '^', '−', '13'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
93,Barrier properties of chitosan coated polyethylene,relative humidity difference,"(['50', '–', '100'], ['%'])",['RH'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
94,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['0.042', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
95,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['0.22', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
96,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['0.50', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
97,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['7.00', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
98,Barrier properties of chitosan coated polyethylene,h2o_permeability,"(['3.80', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",['WVP'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
99,Barrier properties of chitosan coated polyethylene,co2_permeability,"(['1.02', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])",['PCO2'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
100,Barrier properties of chitosan coated polyethylene,o2_permeability,"(['6.18', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])",['PO2'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
101,Barrier properties of chitosan coated polyethylene,o2_permeability,"(['2.08', '×', '10', '^', '−', '18'], ['g', '/', 'm', 's', 'Pa'])",['PO2'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
102,Barrier properties of chitosan coated polyethylene,o2_permeability,"(['2.66', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])",['PO2'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
103,Barrier properties of chitosan coated polyethylene,co2_permeability,"(['2.08', '×', '10', '^', '−', '18'], ['g', '/', 'm', 's', 'Pa'])",['PCO2'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
104,Barrier properties of chitosan coated polyethylene,co2_permeability,"(['2.66', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])",['PCO2'],QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
105,Barrier properties of chitosan coated polyethylene,o2_permeability,"(['883', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])","['oxygen', 'permeability']",QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
106,Barrier properties of chitosan coated polyethylene,temperature,"(['25'], ['°', 'C'])",,QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
107,Barrier properties of chitosan coated polyethylene,temperature,"(['4'], ['°', 'C'])",,QUANTITY,3,https://doi.org/10.1016/j.memsci.2012.02.037
108,Barrier properties of chitosan coated polyethylene,method,"['modified', 'ASTM', 'E96', '-', '80', '(', '1980', ')', 'standard', 'method']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
109,Barrier properties of chitosan coated polyethylene,packaging,['polypropylene'],,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
110,Barrier properties of chitosan coated polyethylene,packaging,"['polyvinyl', 'chloride']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
111,Barrier properties of chitosan coated polyethylene,packaging,"['untreated', 'PE']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
112,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
113,Barrier properties of chitosan coated polyethylene,packaging,['PE'],,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
114,Barrier properties of chitosan coated polyethylene,packaging,"['cast', 'and', 'extruded', 'glycerol', 'plasticized', 'oat', 'starch']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
115,Barrier properties of chitosan coated polyethylene,packaging,['methylcellulose'],,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
116,Barrier properties of chitosan coated polyethylene,packaging,"['glycerol', 'plasticized', 'wheat', 'gluten']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
117,Barrier properties of chitosan coated polyethylene,packaging,"['amylose', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
118,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coated', 'PE', 'films']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
119,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coated', 'PE']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
120,Barrier properties of chitosan coated polyethylene,packaging,"['CSA', 'film']",,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
121,Barrier properties of chitosan coated polyethylene,impact_factor_component,['solvent'],,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
122,Barrier properties of chitosan coated polyethylene,impact_factor_component,['glycerol'],,SYMBOLIC,3,https://doi.org/10.1016/j.memsci.2012.02.037
