id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
1103,Application of bioplastics for food packaging,packaging,"['SPI', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1102,Application of bioplastics for food packaging,packaging,"['polyethylene', 'oxide']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1112,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['chitosan-coated', 'greaseproof', 'paper']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
1101,Application of bioplastics for food packaging,packaging,"['PEO-Si', '/', 'SiOx']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1125,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coatings']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1127,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'coated', 'PE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1149,Barrier properties of model epoxy nanocomposites,packaging,"['epoxy', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
1148,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'films', 'influenced', 'by', 'casting', 'solvent', 'and', 'glycerol', 'addition', 'in', 'film', 'formulation']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1147,Barrier properties of chitosan coated polyethylene,packaging,"['sorbitol', 'plasticized', 'starch', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1146,Barrier properties of chitosan coated polyethylene,packaging,['PECSE'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1145,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'chitosan', 'coated', 'samples']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1144,Barrier properties of chitosan coated polyethylene,packaging,"['CSE', 'plasticized', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1143,Barrier properties of chitosan coated polyethylene,packaging,"['amylose', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1142,Barrier properties of chitosan coated polyethylene,packaging,"['glycerol', 'plasticized', 'wheat', 'gluten']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1141,Barrier properties of chitosan coated polyethylene,packaging,['methylcellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1140,Barrier properties of chitosan coated polyethylene,packaging,"['cast', 'and', 'extruded', 'glycerol', 'plasticized', 'oat', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1126,Barrier properties of chitosan coated polyethylene,packaging,"['LDPE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1139,Barrier properties of chitosan coated polyethylene,packaging,"['chitosan', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1137,Barrier properties of chitosan coated polyethylene,packaging,['CSA'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1136,Barrier properties of chitosan coated polyethylene,packaging,"['films', 'based', 'on', 'chitosan']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1135,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'films', 'coated', 'with', 'chitosan']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1134,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1133,Barrier properties of chitosan coated polyethylene,packaging,"['polyvinyl', 'chloride']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1132,Barrier properties of chitosan coated polyethylene,packaging,['polypropylene'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1131,Barrier properties of chitosan coated polyethylene,packaging,"['polymer', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1130,Barrier properties of chitosan coated polyethylene,packaging,"['PE', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1129,Barrier properties of chitosan coated polyethylene,packaging,['FFS'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1128,Barrier properties of chitosan coated polyethylene,packaging,"['film', 'forming', 'solutions']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1138,Barrier properties of chitosan coated polyethylene,packaging,['CSE'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
1150,Barrier properties of model epoxy nanocomposites,packaging,"['epoxy', '/', 'ZrP', 'nanocomposite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
1100,Application of bioplastics for food packaging,packaging,['polycaprolactone'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1098,Application of bioplastics for food packaging,packaging,"['PLA-Si', '/', 'SiOx']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1071,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['811'], ['cc', '/', 'm', '^', '2', '×', 'day'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.08.018
1070,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['466'], ['cc', '/', 'm', '^', '2', '×', 'day'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.08.018
1069,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['2000'], ['cc', '/', 'm', '^', '2', '×', 'day'])",['OTR'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.08.018
1068,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1', '0', '×', '10', '^', '−', '17'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability', '\xa0']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1067,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1', '0', '×', '10', '^', '−', '16'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1066,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1', '0', '×', '10', '^', '−', '15'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1065,Validation of a predictive model coupling gas transfer and microbial growth in fresh food packed under modified atmosphere,permeability,"(['1.0', '×', '10', '^', '−', '16'], ['mol', 'm', '^', '−', '1', 's', '^', '−', '1', 'Pa', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.fm.2016.03.011
1064,Suitability of novel galactomannans as edible coatings for tropical fruits,permeability,"(['0.99', '±', '0.13', '×', '10', '^', '−', '15'], ['g', 'm', '(', 'Pa', 's', 'm', '^', '2', ')', '^', '−', '1'])","['oxygen', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2009.04.003
1063,Gas transport properties of polypropylene clay composite membranes,permeability,"(['2.6'], ['Barrers'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1062,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['1.24', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1072,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'TiO2', 'mixed', 'matrix', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1061,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['2160', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])","['O2', 'permeability']",QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1059,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['8512', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1058,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['7.69'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1057,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['120'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1056,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['16.26'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1055,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['186.47'], ['barrer'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/j.memsci.2011.04.021
1054,Gas permeation properties of poly(lactic acid),permeability,"(['3.3'], ['cm', '^', '3', '(', 'STP', ')', 'cm', '/', 'cm', '^', '2', 's', 'cmHg', ')'])","['O2', 'permeation']",QUANTITY,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1053,Gas permeation properties of poly(lactic acid),permeability,"(['0.04', '(', '10', '^', '−', '10'], ['cm', '^', '3', '(', 'STP', ')', 'cm', '/', 'cm', '^', '2', 's', 'cmHg', ')'])","['O2', 'permeation']",QUANTITY,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1052,Gas permeation properties of poly(lactic acid),permeability,"(['3.3', '(', '10', '^', '−', '10'], ['cm', '^', '3', '(', 'STP', ')', 'cm', '/', 'cm', '^', '2', 's', 'cm', 'Hg', ')'])",['oxygen'],QUANTITY,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1051,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,permeability,"(['48'], ['cm', '^', '3', 'μm', '/', 'm', '^', '2', 'day', 'mmHg'])","['oxygen', 'permeation']",QUANTITY,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1050,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,permeability,"(['89'], ['cm', '^', '3', 'μm', '/', 'm', '^', '2', 'day', 'mmHg'])","['oxygen', 'permeation']",QUANTITY,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1060,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,permeability,"(['27,242', '×', '10', '^', '−', '18'], ['mol', 'm', '^', '−', '1', 'Pa', '^', '−', '1', 's', '^', '−', '1'])",['O2'],QUANTITY,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1099,Application of bioplastics for food packaging,packaging,"['PCL-Si', '/', 'SiOx']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1073,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['mixed', 'matrix', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1075,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'MMT', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1097,Application of bioplastics for food packaging,packaging,['Cellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1096,Application of bioplastics for food packaging,packaging,"['biodegradable', 'thermoplastic', 'polymers']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1095,Application of bioplastics for food packaging,packaging,['PHA'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1094,Application of bioplastics for food packaging,packaging,['polyhydroxyalkanoates'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1093,Application of bioplastics for food packaging,packaging,['TPS'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1092,Application of bioplastics for food packaging,packaging,"['thermoplastic', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1091,Application of bioplastics for food packaging,packaging,"['starch-based', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1090,Application of bioplastics for food packaging,packaging,"['thermoplastic', 'polyester']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1089,Application of bioplastics for food packaging,packaging,['polylactide'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1088,Application of bioplastics for food packaging,packaging,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1074,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,['MMMs'],,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1087,Application of bioplastics for food packaging,packaging,"['biobased', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1085,Application of bioplastics for food packaging,packaging,"['biobased', 'polymer', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1084,Application of bioplastics for food packaging,packaging,"['multilayered', 'biobased', 'plastics']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1083,Application of bioplastics for food packaging,packaging,"['biobased', 'packaging']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1082,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,['EVOH'],,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1081,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,['Starch'],,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1080,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,"['sorbitol–starch–water', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1079,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,"['starch–sorbitol', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
1078,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'TiO2', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1077,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'MMT']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1076,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['ES', '/', 'TiO2', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
1086,Application of bioplastics for food packaging,packaging,"['Biodegradable', 'polymers']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
1151,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['nylon', '6', '-', 'montmorillonite', 'nanocomposite']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
1152,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['Polyamide', '6', '-', 'montmorillonites', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
1153,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['PA6', '/', 'OMMT', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
1228,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,packaging,"['clear', 'PET']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
1227,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,packaging,"['pigmented', 'PET']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
1226,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,packaging,"['pigmented', 'HDPE']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
1225,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['protein-based', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
1224,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['pure', 'gelatin', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
1223,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['gelatin', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
1222,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['gelatin-clay', 'composite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
1221,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,['Biopolymer'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
1220,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['fish', 'gelatin', '/', 'nanoclay', 'composite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.12.016
1219,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,packaging,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
1229,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,packaging,"['multilayer', 'pigmented', 'HDPE']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
1218,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,packaging,"['Unfilled', 'PLA']",,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
1216,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,packaging,['PLANC4'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
1215,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,packaging,"['PLA', '/', 'OMMT', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
1214,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,packaging,"['Amorphous', 'nanocomposite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
1213,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,['HDPE'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1212,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,['LDPE'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1211,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,"['NY', '/', 'mLLDPE', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1210,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,"['CZ', '/', 'SPI', 'bilayer', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1209,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,"['SPI', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1208,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,"['CZ', '/', 'SPI', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1207,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,"['nylon', 'layer', 'laminated', 'metalocene', 'catalyzed', 'linear', 'low-density', 'polyethylene']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1217,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,packaging,['PLANC8'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
1206,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,packaging,"['CZ', '/', 'SPI']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
1230,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,packaging,"['monolayer', 'pigmented', 'HDPE']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
1232,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,packaging,['pigmented'],,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
1254,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['chitosan', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1253,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['fatty', 'acids', 'blend', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1252,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['glycerol', 'blend', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1251,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['chitosan–glycerol', 'blend', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1250,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['native', 'chitosan', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1249,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['Chitosan', 'blend', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1248,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['fatty', 'acid', 'blend', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1247,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['PEG', 'blend', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1246,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,['sorbitol'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1245,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['Glycerol', 'blend', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1231,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,packaging,"['monolayer', 'TiO2', '-', 'pigmented', 'HDPE']",,SYMBOLIC,1,https://doi.org/10.1016/j.idairyj.2003.09.001
1244,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['blended', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
1242,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['chitosan', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
